ID,A_name_in_paper,A_category,relationship,B_name_in_paper,B_ensembl,B_category,mechanism,key_molecular ,key_molecular_category,detail mechanism,method,species,detial,pmid,article_title
LncReg_8,lincRNA-p21,lncRNA,down,lpp,ENSG00000145012.11,protein coding,transcriptional regulation,hnRNPK,RNA binding protein,,microarray;ChIP-promoter-qPCR,Mus musculus ,The observed transcriptional repression by lincRNA-p21 is mediated through the physical association with hnRNP-K. This interaction is required for proper genomic localization of hnRNPK at repressed genes and regulation of p53 mediates apoptosis.,20673990,A large intergenic noncoding RNA induced by p53 mediates global gene repression in the p53 response
LncReg_80,lincRNA-p21,lncRNA,up,Pou3f1,ENSG00000185668.6,protein coding,transcriptional regulation,p21;p53;hnRNP-K,TF;RNA binding protein,LincRNA-p21 Indirectly Regulates PRC2 Target Genes via p21.,microarry;qPCR,Mus musculus ,"LincRNA-p21 Promotes the Expression of a Set of DNA Damage-Inducible, PRC2-Target Genes.",24857549,LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint
LncReg_800,SPRY4-IT1,lncRNA,up,GPAT3,ENSG00000138678.9,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,Expression of Diacylglycerol O-acyltransferase 2 and (DGAT2) Acyl-coA:glycerol- 3-phosphate Acyltransferase 3 (GPAT3) Following SPRY4-IT1 Knockdown.   ,25344859,The functional characterization of long noncoding RNA SPRY4-IT1 in human melanoma cells
LncReg_801,lnc-SCA7,lncRNA,up,Atxn7,ENSG00000163635.16,protein coding,post-transcriptional regulation,MIR124,,Post-transcriptional regulation by lnc-SCA7 is mediated by miR-124. ,qPCR;western blot;luciferase assay,Mus musculus ,lnc-SCA7 regulates Atxn7 expression.,25306109,Cross-talking noncoding RNAs contribute to cell-specific neurodegeneration in SCA7
LncReg_802,BANCR,lncRNA,up,LC3-?,ENSG00000101460.11,protein coding,post-translational regulation,,,,western blot,Homo sapiens,Overexpression of BANCR increases autophagy activation in papillary thyroid carcinoma IHH-4 cells.,25289082,BRAF-activated long non-coding RNA contributes to cell proliferation and activates autophagy in papillary thyroid carcinoma
LncReg_803,CAR-Intergenic-10,lncRNA,up,ADAM12,ENSG00000148848.13,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,The neighboring protein coding ADAM12 was also downregulated in Intergenic 10 knockdown leiomyoma cells. ,25268745,Integrated analysis of long noncoding RNAs and mRNAs reveals their potential roles in the pathogenesis of uterine leiomyomas
LncReg_804,MT1DP,lncRNA,down,FoxA1,ENSG00000129514.5,protein coding,,,,,western blot;qPCR,Homo sapiens,MT1DP suppresses AFP expression through inhibition to FoxA1.,25261601,"Tumor suppressor long non-coding RNA, MT1DP is negatively regulated by YAP and Runx2 to inhibit FoxA1 in liver cancer cells"
LncReg_805,MT1DP,lncRNA,down,AFP,ENSG00000081051.6,protein coding,transcriptional regulation,FoxA1,,MT1DP suppresses AFP expression through inhibition to FoxA1.,western blot;qPCR;RIP;luciferase assay,Homo sapiens,MT1DP suppresses AFP expression through inhibition to FoxA1.,25261601,"Tumor suppressor long non-coding RNA, MT1DP is negatively regulated by YAP and Runx2 to inhibit FoxA1 in liver cancer cells"
LncReg_806,lncRNA-LET,lncRNA,up,Bax,ENSG00000087088.18,protein coding,,,,,western blot,Homo sapiens,Ectopic expression of lncRNA-LET increased the expression levels of caspase-3 and Bax/Bcl-2 ratio (Figure 6B) under hypoxic conditions. ,25213660,Long non-coding RNA-LET is a positive prognostic factor and exhibits tumor-suppressive activity in gallbladder cancer
LncReg_807,lncRNA-LET,lncRNA,down,BCL2,ENSG00000171791.11,protein coding,,,,,western blot,Homo sapiens,Ectopic expression of lncRNA-LET increased the expression levels of caspase-3 and Bax/Bcl-2 ratio (Figure 6B) under hypoxic conditions. ,25213660,Long non-coding RNA-LET is a positive prognostic factor and exhibits tumor-suppressive activity in gallbladder cancer
LncReg_808,lncRNA-LET,lncRNA,down,PCNA,ENSG00000132646.9,protein coding,,,,,western blot,Homo sapiens,"Consistent with the proliferation-suppressive effects of lncRNALET on gallbladder cancer cells, western blot analysis showed the expression of proliferating cell nuclear antigen (PCNA) was greatly attenuated in EHGB2 cells after transfected with pcDNA3.1-lncRNA-LET (Fgiure 4E) upon hypoxia. On the other hand, the expression of PCNA was increased in SGC-996 cells after transfected with si-LET (Figure 4F) ",25213660,Long non-coding RNA-LET is a positive prognostic factor and exhibits tumor-suppressive activity in gallbladder cancer
LncReg_809,lncRNA-LET,lncRNA,Active,CASP3,ENSG00000164305.16,protein coding,,,,,western blot,Homo sapiens,Ectopic expression of lncRNA-LET increased the expression levels of caspase-3 and Bax/Bcl-2 ratio (Figure 6B) under hypoxic conditions. ,25213660,Long non-coding RNA-LET is a positive prognostic factor and exhibits tumor-suppressive activity in gallbladder cancer
LncReg_81,lincRNA-p21,lncRNA,up,Pou4f3,ENSG00000091010.4,protein coding,transcriptional regulation,p21;p53;hnRNP-K,TF;RNA binding protein,LincRNA-p21 Indirectly Regulates PRC2 Target Genes via p21.,microarry;qPCR,Mus musculus ,"LincRNA-p21 Promotes the Expression of a Set of DNA Damage-Inducible, PRC2-Target Genes.",24857549,LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint
LncReg_810,lncRNA-LET,lncRNA,up,p21,ENSG00000124762.12,protein coding,,,,,western blot,Homo sapiens,"The results showed that the expression level of p21 was increased with ectopic expression of lncRNA-LET in EH-GB2 cells (Figure 5C). In the meantime, the protein level of p21 was decreased with lncRNA-LET knockdown in SGC-996 cells. ",25213660,Long non-coding RNA-LET is a positive prognostic factor and exhibits tumor-suppressive activity in gallbladder cancer
LncReg_811,MALAT1,lncRNA,down,E-cadherin,ENSG00000039068.17,protein coding,,,,,western blot;IF,Homo sapiens,"While in H1915- H10 transfected with shControl, Vimentin was highly expressed, indicating the display of mesenchymal phenotype (Fig. 4b, c). Therefore, silencing MALAT1 may induce MET in the highly invasive subline of brain metastasis lung cancer cells. ",25217850,Long noncoding RNA MALAT1 promotes brain metastasis by inducing epithelial-mesenchymal transition in lung cancer
LncReg_812,MALAT1,lncRNA,up,vimentin,ENSG00000026025.12,protein coding,,,,,western blot;IF,Homo sapiens,"While in H1915- H10 transfected with shControl, Vimentin was highly expressed, indicating the display of mesenchymal phenotype (Fig. 4b, c). Therefore, silencing MALAT1 may induce MET in the highly invasive subline of brain metastasis lung cancer cells. ",25217850,Long noncoding RNA MALAT1 promotes brain metastasis by inducing epithelial-mesenchymal transition in lung cancer
LncReg_813,lincRNA-NR_034037,lncRNA,down,DISC1,ENSG00000162946.19,protein coding,,,,,western blot;IF;qPCR,Homo sapiens,LincRNA-NR_034037 regulates the production of chimeric TSNAX–DISC1.,25239642,Identification of chimeric TSNAX-DISC1 resulting from intergenic splicing in endometrial carcinoma through high-throughput RNA sequencing
LncReg_814,lincRNA-NR_034037,lncRNA,down,TSNAX,ENSG00000116918.12,protein coding,,,,,western blot;IF;qPCR,Homo sapiens,LincRNA-NR_034037 regulates the production of chimeric TSNAX–DISC1.,25239642,Identification of chimeric TSNAX-DISC1 resulting from intergenic splicing in endometrial carcinoma through high-throughput RNA sequencing
LncReg_815,HOTAIR,lncRNA,down,E-cadherin,ENSG00000039068.17,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,Requirement of HOTAIR for growth and gene expression in MCF-7-TNR cells.,25328122,Elevated expression of long intergenic non-coding RNA HOTAIR in a basal-like variant of MCF-7 breast cancer cells
LncReg_816,HOTAIR,lncRNA,down,KRT8,ENSG00000170421.10,protein coding,,,,,western blot,Homo sapiens,Requirement of HOTAIR for growth and gene expression in MCF-7-TNR cells.,25328122,Elevated expression of long intergenic non-coding RNA HOTAIR in a basal-like variant of MCF-7 breast cancer cells
LncReg_817,HOTAIR,lncRNA,down,SFN,ENSG00000175793.11,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,Requirement of HOTAIR for growth and gene expression in MCF-7-TNR cells.,25328122,Elevated expression of long intergenic non-coding RNA HOTAIR in a basal-like variant of MCF-7 breast cancer cells
LncReg_818,HOTAIR,lncRNA,up,VCAN,ENSG00000038427.14,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,Requirement of HOTAIR for growth and gene expression in MCF-7-TNR cells.,25328122,Elevated expression of long intergenic non-coding RNA HOTAIR in a basal-like variant of MCF-7 breast cancer cells
LncReg_819,HOTAIR,lncRNA,down,Gata3,ENSG00000107485.14,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,Requirement of HOTAIR for growth and gene expression in MCF-7-TNR cells.,25328122,Elevated expression of long intergenic non-coding RNA HOTAIR in a basal-like variant of MCF-7 breast cancer cells
LncReg_82,lincRNA-p21,lncRNA,up,Sstr2,ENSG00000180616.7,protein coding,transcriptional regulation,p21;p53;hnRNP-K,TF;RNA binding protein,LincRNA-p21 Indirectly Regulates PRC2 Target Genes via p21.,microarry;qPCR,Mus musculus ,"LincRNA-p21 Promotes the Expression of a Set of DNA Damage-Inducible, PRC2-Target Genes.",24857549,LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint
LncReg_820,MEG3,lncRNA,down,?-SMA,ENSG00000107796.11,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,"Specifically, transfection with pCI-MEG3 in TGF- ?1-treated LX-2 cells significantly downregulated ?-SMA and Col1A1 mRNA and protein expression and affected the mRNA expression of fibrosis-related genes, such as tissue inhibitor of metalloproteinase-1 (TIMP-1), matrix metalloproteinase 2 (MMP-2), MMP-9 via unknown mechanisms ",25201080,Inhibitory effects of long noncoding RNA MEG3 on hepatic stellate cells activation and liver fibrogenesis
LncReg_821,MEG3,lncRNA,down,COL1A1,ENSG00000108821.12,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,"Specifically, transfection with pCI-MEG3 in TGF- ?1-treated LX-2 cells significantly downregulated ?-SMA and Col1A1 mRNA and protein expression and affected the mRNA expression of fibrosis-related genes, such as tissue inhibitor of metalloproteinase-1 (TIMP-1), matrix metalloproteinase 2 (MMP-2), MMP-9 via unknown mechanisms ",25201080,Inhibitory effects of long noncoding RNA MEG3 on hepatic stellate cells activation and liver fibrogenesis
LncReg_822,MEG3,lncRNA,up,Timp1,ENSG00000102265.10,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,"Specifically, transfection with pCI-MEG3 in TGF- ?1-treated LX-2 cells significantly downregulated ?-SMA and Col1A1 mRNA and protein expression and affected the mRNA expression of fibrosis-related genes, such as tissue inhibitor of metalloproteinase-1 (TIMP-1), matrix metalloproteinase 2 (MMP-2), MMP-9 via unknown mechanisms ",25201080,Inhibitory effects of long noncoding RNA MEG3 on hepatic stellate cells activation and liver fibrogenesis
LncReg_823,MEG3,lncRNA,up,MMP9,ENSG00000100985.7,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,"Specifically, transfection with pCI-MEG3 in TGF- ?1-treated LX-2 cells significantly downregulated ?-SMA and Col1A1 mRNA and protein expression and affected the mRNA expression of fibrosis-related genes, such as tissue inhibitor of metalloproteinase-1 (TIMP-1), matrix metalloproteinase 2 (MMP-2), MMP-9 via unknown mechanisms ",25201080,Inhibitory effects of long noncoding RNA MEG3 on hepatic stellate cells activation and liver fibrogenesis
LncReg_824,MEG3,lncRNA,up,Cyto c,ENSG00000172115.7,protein coding,,,,,western blot,Homo sapiens,"Herein, a dramatic increase in cytoplasmic cytochrome c was observed in pCI-MEG3-transfected TGF ?1-treated LX-2 cells ",25201080,Inhibitory effects of long noncoding RNA MEG3 on hepatic stellate cells activation and liver fibrogenesis
LncReg_825,MEG3,lncRNA,up,Bax,ENSG00000087088.18,protein coding,,,,,western blot,Homo sapiens,"To further confirm whether MEG3 induced apoptosis by the mitochondrial apoptosis pathway, we investigated mitochondrial dependent apoptosis-related proteins, Bax and Bcl-2. More interestingly, we found that overexpression of MEG3 significantly induced the Bax/Bcl- 2 ratio in TGF- ?1-treated LX-2 cells, which was accompanied by cytochrome c release into the cytoplasm ",25201080,Inhibitory effects of long noncoding RNA MEG3 on hepatic stellate cells activation and liver fibrogenesis
LncReg_826,MEG3,lncRNA,down,BCL2,ENSG00000171791.11,protein coding,,,,,western blot,Homo sapiens,"To further confirm whether MEG3 induced apoptosis by the mitochondrial apoptosis pathway, we investigated mitochondrial dependent apoptosis-related proteins, Bax and Bcl-2. More interestingly, we found that overexpression of MEG3 significantly induced the Bax/Bcl- 2 ratio in TGF- ?1-treated LX-2 cells, which was accompanied by cytochrome c release into the cytoplasm ",25201080,Inhibitory effects of long noncoding RNA MEG3 on hepatic stellate cells activation and liver fibrogenesis
LncReg_827,MEG3,lncRNA,Active,CASP3,ENSG00000164305.16,protein coding,post-translational regulation,,,,western blot,Homo sapiens,"Next, we measured the signaling marker proteins, caspase 3 and caspase 9 by Western blot. Interestingly, active forms of caspase 3 and caspase 9 were significantly upregulated in TGF- ?1-treated LX-2 cells tranfected with pCI-MEG3 ",25201080,Inhibitory effects of long noncoding RNA MEG3 on hepatic stellate cells activation and liver fibrogenesis
LncReg_828,MEG3,lncRNA,Active,CASP9,ENSG00000132906.16,protein coding,post-translational regulation,,,,western blot,Homo sapiens,"Next, we measured the signaling marker proteins, caspase 3 and caspase 9 by Western blot. Interestingly, active forms of caspase 3 and caspase 9 were significantly upregulated in TGF- ?1-treated LX-2 cells tranfected with pCI-MEG3 ",25201080,Inhibitory effects of long noncoding RNA MEG3 on hepatic stellate cells activation and liver fibrogenesis
LncReg_829,MEG3,lncRNA,up,p53,ENSG00000141510.14,protein coding,,,,,western blot,Homo sapiens,The results of western blot analysis showed that the level of p53 protein was markedly increased in TGF- ?1-treated LX-2 cells transfected with pCI-MEG3 compared with the control ,25201080,Inhibitory effects of long noncoding RNA MEG3 on hepatic stellate cells activation and liver fibrogenesis
LncReg_83,lincRNA-p21,lncRNA,up,Wnt3a,ENSG00000154342.5,protein coding,transcriptional regulation,p21;p53;hnRNP-K,TF;RNA binding protein,LincRNA-p21 Indirectly Regulates PRC2 Target Genes via p21.,microarry;qPCR,Mus musculus ,"LincRNA-p21 Promotes the Expression of a Set of DNA Damage-Inducible, PRC2-Target Genes.",24857549,LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint
LncReg_831,GAS5,lncRNA,down,c-myc,ENSG00000136997.13,protein coding,translational regulation,eIF4E,,Our findings have uncovered a role of GAS5 lncRNA in translation regulation through its interactions with eIF4E and c-Myc mRNA.,qPCR;westernb blot;luciferase assay;RNA pulldown,Homo sapiens,Our findings have uncovered a role of GAS5 lncRNA in translation regulation through its interactions with eIF4E and c-Myc mRNA.,25197831,The long non-coding RNA GAS5 cooperates with the eukaryotic translation initiation factor 4E to regulate c-Myc translation
LncReg_832,GAS5,lncRNA,up,MMP2,ENSG00000087245.11,protein coding,,,,,western blot,Homo sapiens,"The overexpression of GAS5 increased the expression levels of several MMPs, such as MMP-2, MMP-3, MMP-9, MMP-13, and ADAMTS-4; stimulated apoptosis; and suppressed autophagic responses. ",25196583,"A long non-coding RNA, GAS5, plays a critical role in the regulation of miR-21 during osteoarthritis"
